nohup: ignoring input
Using TensorFlow backend.
DEBUG:main:200:	Size Word Vocab: 25999
DEBUG:main:206:	Train Word X: (79832, 105)
DEBUG:main:207:	Train Y: (79832, 105, 1)
DEBUG:main:213:	Val Word X: (4982, 105)
DEBUG:main:214:	Val Y: (4982, 105, 1)
DEBUG:main:220:	Test Word X: (5000, 105)
DEBUG:main:221:	Test Y: (5000, 105, 1)
DEBUG:main:225:	Size Char Vocab: 136
DEBUG:main:232:	Train Char X: (79832, 105, 33)
DEBUG:main:239:	Val Char X: (4982, 105, 33)
DEBUG:main:246:	Test Char X: (5000, 105, 33)
WARNING:tensorflow:From /home/ec2-user/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:new_func:323:	From /home/ec2-user/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From /home/ec2-user/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/keras/backend/tensorflow_backend.py:3445: calling dropout (from tensorflow.python.ops.nn_ops) with keep_prob is deprecated and will be removed in a future version.
Instructions for updating:
Please use `rate` instead of `keep_prob`. Rate should be set to `rate = 1 - keep_prob`.
WARNING:new_func:506:	From /home/ec2-user/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/keras/backend/tensorflow_backend.py:3445: calling dropout (from tensorflow.python.ops.nn_ops) with keep_prob is deprecated and will be removed in a future version.
Instructions for updating:
Please use `rate` instead of `keep_prob`. Rate should be set to `rate = 1 - keep_prob`.
WARNING:tensorflow:From /home/ec2-user/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:new_func:323:	From /home/ec2-user/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
Loading Model
Train on 79832 samples, validate on 4982 samples
76384/79832 [===========================>..] - ETA: 56s - loss: 5.3403
76416/79832 [===========================>..] - ETA: 55s - loss: 5.3404
76448/79832 [===========================>..] - ETA: 55s - loss: 5.3402
76480/79832 [===========================>..] - ETA: 54s - loss: 5.3403
76512/79832 [===========================>..] - ETA: 54s - loss: 5.3402
76544/79832 [===========================>..] - ETA: 53s - loss: 5.3401
76576/79832 [===========================>..] - ETA: 53s - loss: 5.3402
76608/79832 [===========================>..] - ETA: 52s - loss: 5.3403
76640/79832 [===========================>..] - ETA: 52s - loss: 5.3404
76672/79832 [===========================>..] - ETA: 51s - loss: 5.3404
76704/79832 [===========================>..] - ETA: 51s - loss: 5.3403
76736/79832 [===========================>..] - ETA: 50s - loss: 5.3402
76768/79832 [===========================>..] - ETA: 50s - loss: 5.3402
76800/79832 [===========================>..] - ETA: 49s - loss: 5.3401
76832/79832 [===========================>..] - ETA: 49s - loss: 5.3401
76864/79832 [===========================>..] - ETA: 48s - loss: 5.3401
76896/79832 [===========================>..] - ETA: 48s - loss: 5.3402
76928/79832 [===========================>..] - ETA: 47s - loss: 5.3401
76960/79832 [===========================>..] - ETA: 47s - loss: 5.3402
76992/79832 [===========================>..] - ETA: 46s - loss: 5.3403
77024/79832 [===========================>..] - ETA: 46s - loss: 5.3403
77056/79832 [===========================>..] - ETA: 45s - loss: 5.3402
77088/79832 [===========================>..] - ETA: 44s - loss: 5.3401
77120/79832 [===========================>..] - ETA: 44s - loss: 5.3402
77152/79832 [===========================>..] - ETA: 43s - loss: 5.3402
77184/79832 [============================>.] - ETA: 43s - loss: 5.3403
77216/79832 [============================>.] - ETA: 42s - loss: 5.3402
77248/79832 [============================>.] - ETA: 42s - loss: 5.3402
77280/79832 [============================>.] - ETA: 41s - loss: 5.3402
77312/79832 [============================>.] - ETA: 41s - loss: 5.3401
77344/79832 [============================>.] - ETA: 40s - loss: 5.3401
77376/79832 [============================>.] - ETA: 40s - loss: 5.3401
77408/79832 [============================>.] - ETA: 39s - loss: 5.3401
77440/79832 [============================>.] - ETA: 39s - loss: 5.3401
77472/79832 [============================>.] - ETA: 38s - loss: 5.3401
77504/79832 [============================>.] - ETA: 38s - loss: 5.3401
77536/79832 [============================>.] - ETA: 37s - loss: 5.3402
77568/79832 [============================>.] - ETA: 37s - loss: 5.3401
77600/79832 [============================>.] - ETA: 36s - loss: 5.3401
77632/79832 [============================>.] - ETA: 36s - loss: 5.3401
77664/79832 [============================>.] - ETA: 35s - loss: 5.3400
77696/79832 [============================>.] - ETA: 35s - loss: 5.3401
77728/79832 [============================>.] - ETA: 34s - loss: 5.3401
77760/79832 [============================>.] - ETA: 33s - loss: 5.3401
77792/79832 [============================>.] - ETA: 33s - loss: 5.3402
77824/79832 [============================>.] - ETA: 32s - loss: 5.3402
77856/79832 [============================>.] - ETA: 32s - loss: 5.3402
77888/79832 [============================>.] - ETA: 31s - loss: 5.3401
77920/79832 [============================>.] - ETA: 31s - loss: 5.3400
77952/79832 [============================>.] - ETA: 30s - loss: 5.3399
77984/79832 [============================>.] - ETA: 30s - loss: 5.3399
78016/79832 [============================>.] - ETA: 29s - loss: 5.3398
78048/79832 [============================>.] - ETA: 29s - loss: 5.3398
78080/79832 [============================>.] - ETA: 28s - loss: 5.3398
78112/79832 [============================>.] - ETA: 28s - loss: 5.3398
78144/79832 [============================>.] - ETA: 27s - loss: 5.3399
78176/79832 [============================>.] - ETA: 27s - loss: 5.3400
78208/79832 [============================>.] - ETA: 26s - loss: 5.3400
78240/79832 [============================>.] - ETA: 26s - loss: 5.3400
78272/79832 [============================>.] - ETA: 25s - loss: 5.3400
78304/79832 [============================>.] - ETA: 25s - loss: 5.3400
78336/79832 [============================>.] - ETA: 24s - loss: 5.3401
78368/79832 [============================>.] - ETA: 23s - loss: 5.3401
78400/79832 [============================>.] - ETA: 23s - loss: 5.3401
78432/79832 [============================>.] - ETA: 22s - loss: 5.3402
78464/79832 [============================>.] - ETA: 22s - loss: 5.3401
78496/79832 [============================>.] - ETA: 21s - loss: 5.3402
78528/79832 [============================>.] - ETA: 21s - loss: 5.3402
78560/79832 [============================>.] - ETA: 20s - loss: 5.3402
78592/79832 [============================>.] - ETA: 20s - loss: 5.3403
78624/79832 [============================>.] - ETA: 19s - loss: 5.3404
78656/79832 [============================>.] - ETA: 19s - loss: 5.3403
78688/79832 [============================>.] - ETA: 18s - loss: 5.3403
78720/79832 [============================>.] - ETA: 18s - loss: 5.3403
78752/79832 [============================>.] - ETA: 17s - loss: 5.3402
78784/79832 [============================>.] - ETA: 17s - loss: 5.3403
78816/79832 [============================>.] - ETA: 16s - loss: 5.3404
78848/79832 [============================>.] - ETA: 16s - loss: 5.3404
78880/79832 [============================>.] - ETA: 15s - loss: 5.3404
78912/79832 [============================>.] - ETA: 15s - loss: 5.3405
78944/79832 [============================>.] - ETA: 14s - loss: 5.3403
78976/79832 [============================>.] - ETA: 14s - loss: 5.3403
79008/79832 [============================>.] - ETA: 13s - loss: 5.3404
79040/79832 [============================>.] - ETA: 12s - loss: 5.3405
79072/79832 [============================>.] - ETA: 12s - loss: 5.3404
79104/79832 [============================>.] - ETA: 11s - loss: 5.3404
79136/79832 [============================>.] - ETA: 11s - loss: 5.3404
79168/79832 [============================>.] - ETA: 10s - loss: 5.3402
79200/79832 [============================>.] - ETA: 10s - loss: 5.3402
79232/79832 [============================>.] - ETA: 9s - loss: 5.3403 
79264/79832 [============================>.] - ETA: 9s - loss: 5.3403
79296/79832 [============================>.] - ETA: 8s - loss: 5.3403
79328/79832 [============================>.] - ETA: 8s - loss: 5.3403
79360/79832 [============================>.] - ETA: 7s - loss: 5.3401
79392/79832 [============================>.] - ETA: 7s - loss: 5.3402
79424/79832 [============================>.] - ETA: 6s - loss: 5.3402
79456/79832 [============================>.] - ETA: 6s - loss: 5.3403
79488/79832 [============================>.] - ETA: 5s - loss: 5.3403
79520/79832 [============================>.] - ETA: 5s - loss: 5.3403
79552/79832 [============================>.] - ETA: 4s - loss: 5.3402
79584/79832 [============================>.] - ETA: 4s - loss: 5.3402
79616/79832 [============================>.] - ETA: 3s - loss: 5.3401
79648/79832 [============================>.] - ETA: 3s - loss: 5.3401
79680/79832 [============================>.] - ETA: 2s - loss: 5.3400
79712/79832 [============================>.] - ETA: 1s - loss: 5.3399
79744/79832 [============================>.] - ETA: 1s - loss: 5.3399
79776/79832 [============================>.] - ETA: 0s - loss: 5.3400
79808/79832 [============================>.] - ETA: 0s - loss: 5.3400
79832/79832 [==============================] - 1341s 17ms/step - loss: 5.3400 - val_loss: 5.1574

Epoch 00001: val_loss improved from inf to 5.15738, saving model to ori_cleaned_models/ori/neural/word/word_gru_rnnlm.hdf5
{'val_loss': [5.157383733272361], 'loss': [5.339977132090228]}

   32/79832 [..............................] - ETA: 8:47
   64/79832 [..............................] - ETA: 8:47
   96/79832 [..............................] - ETA: 8:44
  128/79832 [..............................] - ETA: 8:45
  160/79832 [..............................] - ETA: 8:43
  192/79832 [..............................] - ETA: 8:43
  224/79832 [..............................] - ETA: 8:42
  256/79832 [..............................] - ETA: 8:42
  288/79832 [..............................] - ETA: 8:41
  320/79832 [..............................] - ETA: 8:40
  352/79832 [..............................] - ETA: 8:40
  384/79832 [..............................] - ETA: 8:39
  416/79832 [..............................] - ETA: 8:39
  448/79832 [..............................] - ETA: 8:39
  480/79832 [..............................] - ETA: 8:38
  512/79832 [..............................] - ETA: 8:38
  544/79832 [..............................] - ETA: 8:38
  576/79832 [..............................] - ETA: 8:37
  608/79832 [..............................] - ETA: 8:37
  640/79832 [..............................] - ETA: 8:37
  672/79832 [..............................] - ETA: 8:37
  704/79832 [..............................] - ETA: 8:36
  736/79832 [..............................] - ETA: 8:37
  768/79832 [..............................] - ETA: 8:36
  800/79832 [..............................] - ETA: 8:36
  832/79832 [..............................] - ETA: 8:36
  864/79832 [..............................] - ETA: 8:36
  896/79832 [..............................] - ETA: 8:35
  928/79832 [..............................] - ETA: 8:35
  960/79832 [..............................] - ETA: 8:35
  992/79832 [..............................] - ETA: 8:34
 1024/79832 [..............................] - ETA: 8:34
 1056/79832 [..............................] - ETA: 8:34
 1088/79832 [..............................] - ETA: 8:34
 1120/79832 [..............................] - ETA: 8:34
 1152/79832 [..............................] - ETA: 8:33
 1184/79832 [..............................] - ETA: 8:33
 1216/79832 [..............................] - ETA: 8:33
 1248/79832 [..............................] - ETA: 8:33
 1280/79832 [..............................] - ETA: 8:32
 1312/79832 [..............................] - ETA: 8:32
 1344/79832 [..............................] - ETA: 8:32
 1376/79832 [..............................] - ETA: 8:32
 1408/79832 [..............................] - ETA: 8:31
 1440/79832 [..............................] - ETA: 8:31
 1472/79832 [..............................] - ETA: 8:31
 1504/79832 [..............................] - ETA: 8:30
 1536/79832 [..............................] - ETA: 8:30
 1568/79832 [..............................] - ETA: 8:30
 1600/79832 [..............................] - ETA: 8:30
 1632/79832 [..............................] - ETA: 8:29
 1664/79832 [..............................] - ETA: 8:29
 1696/79832 [..............................] - ETA: 8:29
 1728/79832 [..............................] - ETA: 8:29
 1760/79832 [..............................] - ETA: 8:28
 1792/79832 [..............................] - ETA: 8:28
 1824/79832 [..............................] - ETA: 8:28
 1856/79832 [..............................] - ETA: 8:28
 1888/79832 [..............................] - ETA: 8:28
 1920/79832 [..............................] - ETA: 8:27
 1952/79832 [..............................] - ETA: 8:27
 1984/79832 [..............................] - ETA: 8:27
 2016/79832 [..............................] - ETA: 8:27
 2048/79832 [..............................] - ETA: 8:27
 2080/79832 [..............................] - ETA: 8:26
 2112/79832 [..............................] - ETA: 8:26
 2144/79832 [..............................] - ETA: 8:26
 2176/79832 [..............................] - ETA: 8:26
 2208/79832 [..............................] - ETA: 8:26
 2240/79832 [..............................] - ETA: 8:25
 2272/79832 [..............................] - ETA: 8:25
 2304/79832 [..............................] - ETA: 8:25
 2336/79832 [..............................] - ETA: 8:25
 2368/79832 [..............................] - ETA: 8:24
 2400/79832 [..............................] - ETA: 8:24
 2432/79832 [..............................] - ETA: 8:24
 2464/79832 [..............................] - ETA: 8:24
 2496/79832 [..............................] - ETA: 8:23
 2528/79832 [..............................] - ETA: 8:23
 2560/79832 [..............................] - ETA: 8:23
 2592/79832 [..............................] - ETA: 8:23
 2624/79832 [..............................] - ETA: 8:23
 2656/79832 [..............................] - ETA: 8:22
 2688/79832 [>.............................] - ETA: 8:22
 2720/79832 [>.............................] - ETA: 8:22
 2752/79832 [>.............................] - ETA: 8:22
 2784/79832 [>.............................] - ETA: 8:22
 2816/79832 [>.............................] - ETA: 8:21
 2848/79832 [>.............................] - ETA: 8:21
 2880/79832 [>.............................] - ETA: 8:21
 2912/79832 [>.............................] - ETA: 8:21
 2944/79832 [>.............................] - ETA: 8:20
 2976/79832 [>.............................] - ETA: 8:20
 3008/79832 [>.............................] - ETA: 8:20
 3040/79832 [>.............................] - ETA: 8:20
 3072/79832 [>.............................] - ETA: 8:20
 3104/79832 [>.............................] - ETA: 8:19
 3136/79832 [>.............................] - ETA: 8:19
 3168/79832 [>.............................] - ETA: 8:19
 3200/79832 [>.............................] - ETA: 8:19
 3232/79832 [>.............................] - ETA: 8:19
 3264/79832 [>.............................] - ETA: 8:18
 3296/79832 [>.............................] - ETA: 8:18
 3328/79832 [>.............................] - ETA: 8:18
 3360/79832 [>.............................] - ETA: 8:18
 3392/79832 [>.............................] - ETA: 8:18
 3424/79832 [>.............................] - ETA: 8:17
 3456/79832 [>.............................] - ETA: 8:17
 3488/79832 [>.............................] - ETA: 8:17
 3520/79832 [>.............................] - ETA: 8:17
 3552/79832 [>.............................] - ETA: 8:17
 3584/79832 [>.............................] - ETA: 8:16
 3616/79832 [>.............................] - ETA: 8:16
 3648/79832 [>.............................] - ETA: 8:16
 3680/79832 [>.............................] - ETA: 8:16
 3712/79832 [>.............................] - ETA: 8:16
 3744/79832 [>.............................] - ETA: 8:15
 3776/79832 [>.............................] - ETA: 8:15
 3808/79832 [>.............................] - ETA: 8:15
 3840/79832 [>.............................] - ETA: 8:15
 3872/79832 [>.............................] - ETA: 8:15
 3904/79832 [>.............................] - ETA: 8:14
 3936/79832 [>.............................] - ETA: 8:14
 3968/79832 [>.............................] - ETA: 8:14
 4000/79832 [>.............................] - ETA: 8:14
 4032/79832 [>.............................] - ETA: 8:14
 4064/79832 [>.............................] - ETA: 8:13
 4096/79832 [>.............................] - ETA: 8:13
 4128/79832 [>.............................] - ETA: 8:13
 4160/79832 [>.............................] - ETA: 8:13
 4192/79832 [>.............................] - ETA: 8:12
 4224/79832 [>.............................] - ETA: 8:12
 4256/79832 [>.............................] - ETA: 8:12
 4288/79832 [>.............................] - ETA: 8:12
 4320/79832 [>.............................] - ETA: 8:12
 4352/79832 [>.............................] - ETA: 8:11
 4384/79832 [>.............................] - ETA: 8:11
 4416/79832 [>.............................] - ETA: 8:11
 4448/79832 [>.............................] - ETA: 8:11
 4480/79832 [>.............................] - ETA: 8:11
 4512/79832 [>.............................] - ETA: 8:10
 4544/79832 [>.............................] - ETA: 8:10
 4576/79832 [>.............................] - ETA: 8:10
 4608/79832 [>.............................] - ETA: 8:10
 4640/79832 [>.............................] - ETA: 8:09
 4672/79832 [>.............................] - ETA: 8:09
 4704/79832 [>.............................] - ETA: 8:09
 4736/79832 [>.............................] - ETA: 8:09
 4768/79832 [>.............................] - ETA: 8:09
 4800/79832 [>.............................] - ETA: 8:08
 4832/79832 [>.............................] - ETA: 8:08
 4864/79832 [>.............................] - ETA: 8:08
 4896/79832 [>.............................] - ETA: 8:08
 4928/79832 [>.............................] - ETA: 8:08
 4960/79832 [>.............................] - ETA: 8:07
 4992/79832 [>.............................] - ETA: 8:07
 5024/79832 [>.............................] - ETA: 8:07
 5056/79832 [>.............................] - ETA: 8:07
 5088/79832 [>.............................] - ETA: 8:07
 5120/79832 [>.............................] - ETA: 8:06
 5152/79832 [>.............................] - ETA: 8:06
 5184/79832 [>.............................] - ETA: 8:06
 5216/79832 [>.............................] - ETA: 8:06
 5248/79832 [>.............................] - ETA: 8:05
 5280/79832 [>.............................] - ETA: 8:05
 5312/79832 [>.............................] - ETA: 8:05
 5344/79832 [=>............................] - ETA: 8:05
 5376/79832 [=>............................] - ETA: 8:05
 5408/79832 [=>............................] - ETA: 8:04
 5440/79832 [=>............................] - ETA: 8:04
 5472/79832 [=>............................] - ETA: 8:04
 5504/79832 [=>............................] - ETA: 8:04
 5536/79832 [=>............................] - ETA: 8:04
 5568/79832 [=>............................] - ETA: 8:04
 5600/79832 [=>............................] - ETA: 8:03
 5632/79832 [=>............................] - ETA: 8:03
 5664/79832 [=>............................] - ETA: 8:03
 5696/79832 [=>............................] - ETA: 8:03
 5728/79832 [=>............................] - ETA: 8:03
 5760/79832 [=>............................] - ETA: 8:02
 5792/79832 [=>............................] - ETA: 8:02
 5824/79832 [=>............................] - ETA: 8:02
 5856/79832 [=>............................] - ETA: 8:02
 5888/79832 [=>............................] - ETA: 8:01
 5920/79832 [=>............................] - ETA: 8:01
 5952/79832 [=>............................] - ETA: 8:01
 5984/79832 [=>............................] - ETA: 8:01
 6016/79832 [=>............................] - ETA: 8:01
 6048/79832 [=>............................] - ETA: 8:00
 6080/79832 [=>............................] - ETA: 8:00
 6112/79832 [=>............................] - ETA: 8:00
 6144/79832 [=>............................] - ETA: 8:00
 6176/79832 [=>............................] - ETA: 8:00
 6208/79832 [=>............................] - ETA: 7:59
 6240/79832 [=>............................] - ETA: 7:59
 6272/79832 [=>............................] - ETA: 7:59
 6304/79832 [=>............................] - ETA: 7:59
 6336/79832 [=>............................] - ETA: 7:59
 6368/79832 [=>............................] - ETA: 7:58
 6400/79832 [=>............................] - ETA: 7:58
 6432/79832 [=>............................] - ETA: 7:58
 6464/79832 [=>............................] - ETA: 7:58
 6496/79832 [=>............................] - ETA: 7:58
 6528/79832 [=>............................] - ETA: 7:57
 6560/79832 [=>............................] - ETA: 7:57
 6592/79832 [=>............................] - ETA: 7:57
 6624/79832 [=>............................] - ETA: 7:57
 6656/79832 [=>............................] - ETA: 7:56
 6688/79832 [=>............................] - ETA: 7:56
 6720/79832 [=>............................] - ETA: 7:56
 6752/79832 [=>............................] - ETA: 7:56
 6784/79832 [=>............................] - ETA: 7:56
 6816/79832 [=>............................] - ETA: 7:55
 6848/79832 [=>............................] - ETA: 7:55
 6880/79832 [=>............................] - ETA: 7:55
 6912/79832 [=>............................] - ETA: 7:55
 6944/79832 [=>............................] - ETA: 7:55
 6976/79832 [=>............................] - ETA: 7:54
 7008/79832 [=>............................] - ETA: 7:54
 7040/79832 [=>............................] - ETA: 7:54
 7072/79832 [=>............................] - ETA: 7:54
 7104/79832 [=>............................] - ETA: 7:54
 7136/79832 [=>............................] - ETA: 7:53
 7168/79832 [=>............................] - ETA: 7:53
 7200/79832 [=>............................] - ETA: 7:53
 7232/79832 [=>............................] - ETA: 7:53
 7264/79832 [=>............................] - ETA: 7:53
 7296/79832 [=>............................] - ETA: 7:52
 7328/79832 [=>............................] - ETA: 7:52
 7360/79832 [=>............................] - ETA: 7:52
 7392/79832 [=>............................] - ETA: 7:52
 7424/79832 [=>............................] - ETA: 7:51
 7456/79832 [=>............................] - ETA: 7:51
 7488/79832 [=>............................] - ETA: 7:51
 7520/79832 [=>............................] - ETA: 7:51
 7552/79832 [=>............................] - ETA: 7:51
 7584/79832 [=>............................] - ETA: 7:50
 7616/79832 [=>............................] - ETA: 7:50
 7648/79832 [=>............................] - ETA: 7:50
 7680/79832 [=>............................] - ETA: 7:50
 7712/79832 [=>............................] - ETA: 7:50
 7744/79832 [=>............................] - ETA: 7:49
 7776/79832 [=>............................] - ETA: 7:49
 7808/79832 [=>............................] - ETA: 7:49
 7840/79832 [=>............................] - ETA: 7:49
 7872/79832 [=>............................] - ETA: 7:49
 7904/79832 [=>............................] - ETA: 7:48
 7936/79832 [=>............................] - ETA: 7:48
 7968/79832 [=>............................] - ETA: 7:48
 8000/79832 [==>...........................] - ETA: 7:48
 8032/79832 [==>...........................] - ETA: 7:48
 8064/79832 [==>...........................] - ETA: 7:47
 8096/79832 [==>...........................] - ETA: 7:47
 8128/79832 [==>...........................] - ETA: 7:47
 8160/79832 [==>...........................] - ETA: 7:47
 8192/79832 [==>...........................] - ETA: 7:47
 8224/79832 [==>...........................] - ETA: 7:46
 8256/79832 [==>...........................] - ETA: 7:46
 8288/79832 [==>...........................] - ETA: 7:46
 8320/79832 [==>...........................] - ETA: 7:46
 8352/79832 [==>...........................] - ETA: 7:45
 8384/79832 [==>...........................] - ETA: 7:45
 8416/79832 [==>...........................] - ETA: 7:45
 8448/79832 [==>...........................] - ETA: 7:45
 8480/79832 [==>...........................] - ETA: 7:45
 8512/79832 [==>...........................] - ETA: 7:44
 8544/79832 [==>...........................] - ETA: 7:44
 8576/79832 [==>...........................] - ETA: 7:44
 8608/79832 [==>...........................] - ETA: 7:44
 8640/79832 [==>...........................] - ETA: 7:44
 8672/79832 [==>...........................] - ETA: 7:43
 8704/79832 [==>...........................] - ETA: 7:43
 8736/79832 [==>...........................] - ETA: 7:43
 8768/79832 [==>...........................] - ETA: 7:43
 8800/79832 [==>...........................] - ETA: 7:43
 8832/79832 [==>...........................] - ETA: 7:42
 8864/79832 [==>...........................] - ETA: 7:42
 8896/79832 [==>...........................] - ETA: 7:42
 8928/79832 [==>...........................] - ETA: 7:42
 8960/79832 [==>...........................] - ETA: 7:41
 8992/79832 [==>...........................] - ETA: 7:41
 9024/79832 [==>...........................] - ETA: 7:41
 9056/79832 [==>...........................] - ETA: 7:41
 9088/79832 [==>...........................] - ETA: 7:41
 9120/79832 [==>...........................] - ETA: 7:40
 9152/79832 [==>...........................] - ETA: 7:40
 9184/79832 [==>...........................] - ETA: 7:40
 9216/79832 [==>...........................] - ETA: 7:40
 9248/79832 [==>...........................] - ETA: 7:40
 9280/79832 [==>...........................] - ETA: 7:39
 9312/79832 [==>...........................] - ETA: 7:39
 9344/79832 [==>...........................] - ETA: 7:39
 9376/79832 [==>...........................] - ETA: 7:39
 9408/79832 [==>...........................] - ETA: 7:39
 9440/79832 [==>...........................] - ETA: 7:38
 9472/79832 [==>...........................] - ETA: 7:38
 9504/79832 [==>...........................] - ETA: 7:38
 9536/79832 [==>...........................] - ETA: 7:38
 9568/79832 [==>...........................] - ETA: 7:37
 9600/79832 [==>...........................] - ETA: 7:37
 9632/79832 [==>...........................] - ETA: 7:37
 9664/79832 [==>...........................] - ETA: 7:37
 9696/79832 [==>...........................] - ETA: 7:37
 9728/79832 [==>...........................] - ETA: 7:36
 9760/79832 [==>...........................] - ETA: 7:36
 9792/79832 [==>...........................] - ETA: 7:36
 9824/79832 [==>...........................] - ETA: 7:36
 9856/79832 [==>...........................] - ETA: 7:36
 9888/79832 [==>...........................] - ETA: 7:35
 9920/79832 [==>...........................] - ETA: 7:35
 9952/79832 [==>...........................] - ETA: 7:35
 9984/79832 [==>...........................] - ETA: 7:35
10016/79832 [==>...........................] - ETA: 7:35
10048/79832 [==>...........................] - ETA: 7:34
10080/79832 [==>...........................] - ETA: 7:34
10112/79832 [==>...........................] - ETA: 7:34
10144/79832 [==>...........................] - ETA: 7:34
10176/79832 [==>...........................] - ETA: 7:34
10208/79832 [==>...........................] - ETA: 7:33
10240/79832 [==>...........................] - ETA: 7:33
10272/79832 [==>...........................] - ETA: 7:33
10304/79832 [==>...........................] - ETA: 7:33
10336/79832 [==>...........................] - ETA: 7:33
10368/79832 [==>...........................] - ETA: 7:32
10400/79832 [==>...........................] - ETA: 7:32
10432/79832 [==>...........................] - ETA: 7:32
10464/79832 [==>...........................] - ETA: 7:32
10496/79832 [==>...........................] - ETA: 7:32
10528/79832 [==>...........................] - ETA: 7:31
10560/79832 [==>...........................] - ETA: 7:31
10592/79832 [==>...........................] - ETA: 7:31
10624/79832 [==>...........................] - ETA: 7:31
10656/79832 [===>..........................] - ETA: 7:30
10688/79832 [===>..........................] - ETA: 7:30
10720/79832 [===>..........................] - ETA: 7:30
10752/79832 [===>..........................] - ETA: 7:30
10784/79832 [===>..........................] - ETA: 7:30
10816/79832 [===>..........................] - ETA: 7:29
10848/79832 [===>..........................] - ETA: 7:29
10880/79832 [===>..........................] - ETA: 7:29
10912/79832 [===>..........................] - ETA: 7:29
10944/79832 [===>..........................] - ETA: 7:29
10976/79832 [===>..........................] - ETA: 7:28
11008/79832 [===>..........................] - ETA: 7:28
11040/79832 [===>..........................] - ETA: 7:28
11072/79832 [===>..........................] - ETA: 7:28
11104/79832 [===>..........................] - ETA: 7:28
11136/79832 [===>..........................] - ETA: 7:27
11168/79832 [===>..........................] - ETA: 7:27
11200/79832 [===>..........................] - ETA: 7:27
11232/79832 [===>..........................] - ETA: 7:27
11264/79832 [===>..........................] - ETA: 7:26
11296/79832 [===>..........................] - ETA: 7:26
11328/79832 [===>..........................] - ETA: 7:26
11360/79832 [===>..........................] - ETA: 7:26
11392/79832 [===>..........................] - ETA: 7:26
11424/79832 [===>..........................] - ETA: 7:25
11456/79832 [===>..........................] - ETA: 7:25
11488/79832 [===>..........................] - ETA: 7:25
11520/79832 [===>..........................] - ETA: 7:25
11552/79832 [===>..........................] - ETA: 7:25
11584/79832 [===>..........................] - ETA: 7:24
11616/79832 [===>..........................] - ETA: 7:24
11648/79832 [===>..........................] - ETA: 7:24
11680/79832 [===>..........................] - ETA: 7:24
11712/79832 [===>..........................] - ETA: 7:23
11744/79832 [===>..........................] - ETA: 7:23
11776/79832 [===>..........................] - ETA: 7:23
11808/79832 [===>..........................] - ETA: 7:23
11840/79832 [===>..........................] - ETA: 7:23
11872/79832 [===>..........................] - ETA: 7:22
11904/79832 [===>..........................] - ETA: 7:22
11936/79832 [===>..........................] - ETA: 7:22
11968/79832 [===>..........................] - ETA: 7:22
12000/79832 [===>..........................] - ETA: 7:22
12032/79832 [===>..........................] - ETA: 7:21
12064/79832 [===>..........................] - ETA: 7:21
12096/79832 [===>..........................] - ETA: 7:21
12128/79832 [===>..........................] - ETA: 7:21
12160/79832 [===>..........................] - ETA: 7:21
12192/79832 [===>..........................] - ETA: 7:20
12224/79832 [===>..........................] - ETA: 7:20
12256/79832 [===>..........................] - ETA: 7:20
12288/79832 [===>..........................] - ETA: 7:20
12320/79832 [===>..........................] - ETA: 7:19
12352/79832 [===>..........................] - ETA: 7:19
12384/79832 [===>..........................] - ETA: 7:19
12416/79832 [===>..........................] - ETA: 7:19
12448/79832 [===>..........................] - ETA: 7:19
12480/79832 [===>..........................] - ETA: 7:18
12512/79832 [===>..........................] - ETA: 7:18
12544/79832 [===>..........................] - ETA: 7:18
12576/79832 [===>..........................] - ETA: 7:18
12608/79832 [===>..........................] - ETA: 7:18
12640/79832 [===>..........................] - ETA: 7:17
12672/79832 [===>..........................] - ETA: 7:17
12704/79832 [===>..........................] - ETA: 7:17
12736/79832 [===>..........................] - ETA: 7:17
12768/79832 [===>..........................] - ETA: 7:17
12800/79832 [===>..........................] - ETA: 7:16
12832/79832 [===>..........................] - ETA: 7:16
12864/79832 [===>..........................] - ETA: 7:16
12896/79832 [===>..........................] - ETA: 7:16
12928/79832 [===>..........................] - ETA: 7:15
12960/79832 [===>..........................] - ETA: 7:15
12992/79832 [===>..........................] - ETA: 7:15
13024/79832 [===>..........................] - ETA: 7:15
13056/79832 [===>..........................] - ETA: 7:15
13088/79832 [===>..........................] - ETA: 7:14
13120/79832 [===>..........................] - ETA: 7:14
